File Path,Operators,Operands
standalone/qasm3\07-qpe.qasm,"{'cx': 2, 'bit': 1, '[': 13, 'qubit': 1, 'for': 2, 'int': 2, 'in': 2, 'h': 1, 'measure': 1, '(': 7, '{': 3, '/': 5, '-': 1, '=': 1}","{'gate': 1, 'cu1': 4, 'p0': 4, '_gate_q_0': 4, '_gate_q_1': 5, 'u1': 3, 'c': 2, 'q': 9, 'i': 5, 'pi': 3}"
hosted/pennylane\01-deutsch-jozsa.py,"{'from': 1, 'as': 1, 'np': 1, 'def': 7, '(': 30, 'for': 3, 'in': 3, 'range': 4, 'qml': 8, '.': 9, 'Hadamard': 1, '=': 7, 'device': 1, '+': 2, 'qnode': 1, 'pass': 2, 'PauliX': 1, 'return': 4, 'sample': 1, 'CNOT': 1, 'print': 2, 'draw': 2, '[': 1}","{'applyHadamard': 3, 'n': 16, 'i': 5, 'wires': 5, 'deutsch_jozsa': 3, 'oracle': 2, 'dev': 2, 'default': 1, 'qubit': 1, 'circuit': 2, 'constant_oracle': 2, '_oracle': 4, 'balanced_oracle': 2}"
hosted/pennylane\02-bernstein-vazirani.py,"{'from': 1, 'as': 1, 'np': 1, 'def': 3, '(': 19, 'for': 2, 'in': 2, 'range': 2, 'qml': 7, '.': 8, 'Hadamard': 1, '=': 11, 'device': 1, '+': 2, 'qnode': 1, 'PauliX': 1, 'enumerate': 1, 'reversed': 1, 'if': 1, 'CNOT': 1, 'return': 2, 'sample': 1, 'print': 1, 'draw': 1, '[': 1}","{'applyHadamard': 3, 'n': 11, 'i': 4, 'wires': 5, 'bernstein_vazirani': 2, 's': 4, 'dev': 2, 'default': 1, 'qubit': 1, 'circuit': 2, 'bit': 2, 'circ': 2}"
hosted/pennylane\03-simon.py,"{'def': 5, '(': 22, 'for': 2, 'in': 2, 'range': 2, 'qml': 6, '.': 7, 'Hadamard': 1, '=': 11, 'enumerate': 1, 'reversed': 1, 'if': 1, 'CNOT': 1, 'return': 3, 'device': 1, 'qnode': 1, 'sample': 1, 'print': 1, 'draw': 1, '[': 1, '+': 1, '*': 1}","{'applyHadamard': 3, 'n': 12, 'i': 5, 'wires': 4, 'simon_oracle': 2, 's': 6, '_oracle': 2, 'bit': 2, 'simon_algorithm': 2, 'dev': 2, 'default': 1, 'qubit': 1, 'oracle': 2, 'circuit': 2, 'circ': 2}"
hosted/pennylane\04-grover.py,"{'from': 1, 'as': 1, 'np': 3, 'def': 8, '(': 41, 'for': 5, 'in': 5, 'qml': 10, '.': 13, 'Hadamard': 1, '=': 25, 'PauliX': 3, 'enumerate': 2, 'if': 2, '[': 4, 'len': 2, 'MultiControlledX': 2, 'return': 4, 'device': 1, 'list': 1, 'range': 2, 'qnode': 1, '_': 1, 'sample': 1, 'int': 1, 'pi': 1, 'sqrt': 1, 'print': 1, 'draw': 1, '*': 5, '-': 2, '/': 1}","{'applyHadamard': 4, 'n': 10, 'i': 8, 'wires': 25, 'applyPauliX': 3, 'grover_oracle': 2, 'marked_state': 7, '_oracle': 2, 'bit': 4, 'control_values': 6, 'grover_diffusion': 2, '_diffusion': 2, 'grover_algorithm': 2, 'iterations': 4, 'dev': 2, 'default': 1, 'qubit': 1, 'oracle': 2, 'diffusion': 2, 'circuit': 2, 'circ': 2}"
hosted/pennylane\05-vqsvd.py,"{'as': 4, 'np': 13, 'from': 4, 'pnp': 18, 'plt': 20, '.': 158, 'linalg': 2, 'class': 3, 'def': 17, '(': 148, 'self': 71, 'matrix': 6, 'int': 5, 'seed': 5, 'random': 5, ',': 1, 'uniform': 2, 'pi': 2, '=': 109, 'array': 6, 'shape': 2, '[': 36, 'len': 2, 'for': 9, 'in': 9, 'range': 11, 'qml': 8, 'RY': 1, 'RZ': 1, 'CNOT': 1, '+': 7, 'device': 1, 'format': 1, 'qnode': 1, 'enumerate': 1, 'reversed': 1, 'if': 2, 'PauliX': 1, 'return': 9, 'append': 7, 'real': 4, 'conj': 2, 'T': 2, 'AdamOptimizer': 1, 'lambda': 1, 'print': 2, 'svd': 1, 'diag': 3, 'is': 2, 'list': 5, 'plot': 7, 'xlabel': 2, 'ylabel': 2, 'title': 5, 'grid': 1, 'show': 3, 'close': 3, ':': 1, 'get': 3, 'get_frame': 1, 'set_edgecolor': 1, 'savefig': 1, 'Image.open': 1, 'imgmat': 5, 'img.getdata': 1, 'size': 9, 'astype': 3, 'randint': 2, 'arange': 1, 'copy': 1, '*': 13, '-': 11, '{': 5, '%': 1, '/': 5, '^': 1}","{'PIL': 1, 'Image': 1, 'matplotlib': 1, 'pyplot': 1, 'scipy': 1, 'norm': 4, 'VQSVD': 5, '__init__': 3, 'ndarray': 3, 'weights': 3, 'num_qubits': 25, 'depth': 8, 'rank': 8, 'lr': 5, 'float': 2, 'itr': 8, 'param_shape': 3, 'theta': 11, 'requires_grad': 2, 'True': 5, 'phi': 11, 'ansatz': 5, '_ansatz': 2, 'M': 11, 'weight': 4, 'U': 6, 'get_unitary_matrix': 5, 'V': 4, 'params': 13, 'wires': 12, 'd': 3, 'q': 8, 'ansatz_fn': 2, 'dev': 2, 'lightning': 1, 'qubit': 1, 'basis_states': 2, 'i': 13, 'f': 3, 'b': 3, 'matrix_columns': 3, 'basis_circuit': 2, 'state_bin': 2, 'j': 2, 'bit': 2, 'state': 1, 'final_state': 2, 'column_stack': 1, 'get_matrix_U': 2, 'get_matrix_V': 2, 'loss_func': 3, 'loss': 10, 'singular_values': 5, 'value': 3, 'train': 2, 'loss_list': 6, 'singular_value_list': 9, 'optimizer': 2, 'step_and_cost': 1, 't': 2, 'p': 2, 'loss_val': 3, 'iter': 1, 'frobenius_norm_error': 2, 'M_err': 5, 'U_learned': 6, 'V_dagger_learned': 6, 'RANK': 13, 'err_local': 4, 'err_subfull': 9, 'err_SVD': 9, 'D': 2, 'V_dagger': 2, 'full_matrices': 1, 'singular_value_pnp': 4, 'singular_value': 4, 'lowrank_mat': 3, 'recons_mat': 3, 'LossPlot': 2, 'route': 3, 'results': 1, 'loss_plot': 2, 'Loss': 2, 'a': 3, 'this': 1, 'function': 1, 'plots': 1, 'over': 1, 'iteration': 2, 'Learning': 2, 'Curve': 1, 'save_plot': 4, 'figure_01': 1, 'png': 4, 'plot_singular_values_comparison': 2, 'dict': 1, 'fig': 1, 'ax': 3, 'subplots': 1, 'o': 1, 'label': 2, 'Reconstruction': 4, 'via': 3, 'SVD': 1, 'Singular': 1, 'Value': 1, 'Used': 1, 'Rank': 1, 'fontsize': 2, 'Norm': 1, 'Distance': 1, 'leg': 2, 'legend': 1, 'frameon': 1, 'k': 1, 'figure_02': 1, 'plot_matrix_as_image': 2, 'imshow': 1, 'cmap': 1, 'gray': 1, 'colorbar': 1, 'figure_03': 1, 'filename': 3, 'Plot': 1, 'saved': 1, 'MatGenerator': 2, 'from_image': 2, 'image_path': 2, 'Genera': 2, 'una': 3, 'matriz': 2, 'partir': 1, 'de': 3, 'imagen': 1, 'en': 1, 'escala': 1, 'grises': 1, 'img': 3, 'band': 1, 'complex128': 3, 'random_matrix': 2, 'cuadrada': 1, 'aleatoria': 1, 'compleja': 1, 'real_part': 2, 'imag_part': 2, 'cir_depth': 2, 'of': 4, 'circuit': 1, 'Number': 2, 'qubits': 1, 'Set': 1, 'the': 1, 'number': 2, 'you': 1, 'want': 1, 'to': 1, 'learn': 1, 'ITR': 2, 'iterations': 1, 'LR': 2, 'rate': 1, 'SEED': 2, 'Random': 1, 'matrix_gen': 3, 'mat': 4, 'figures': 1, 'MNIST_32': 1, 'net': 6, 'This': 1, 'still': 1}"
hosted/pennylane\06-qft.py,"{'from': 1, 'as': 1, 'np': 2, 'def': 2, '(': 19, 'len': 1, 'for': 3, 'in': 3, 'range': 4, 'qml': 7, '.': 9, 'Hadamard': 1, '=': 7, '[': 7, 'pi': 1, 'device': 1, 'qnode': 1, 'list': 1, 'return': 1, 'print': 1, 'draw': 1, '+': 1, '/': 3, '*': 2, '-': 3}","{'qft': 2, 'wires': 11, 'n': 8, 'i': 8, 'j': 3, 'ControlledPhaseShift': 1, 'SWAP': 1, 'dev': 2, 'default': 1, 'qubit': 1, 'circuit': 2, 'state': 1}"
hosted/pennylane\07-qpe.py,"{'from': 1, 'as': 1, 'np': 2, 'def': 2, '(': 15, 'len': 1, 'for': 2, 'in': 2, 'qml': 6, '.': 8, 'Hadamard': 1, '=': 8, 'enumerate': 1, 'pi': 1, 'if': 1, 'device': 1, '+': 1, 'qnode': 1, 'list': 1, 'range': 1, 'return': 1, 'print': 1, 'draw': 1, '*': 4, '/': 1, '[': 1}","{'qpe': 2, 'wires_ancilla': 4, 'wire_target': 2, 'n': 1, 'w': 4, 'wires': 3, 'i': 2, 'ControlledPhaseShift': 1, '__name__': 1, '__main__': 1, 'n_ancilla': 4, 'dev': 2, 'default': 1, 'qubit': 1, 'circuit': 2, 'state': 1}"
hosted/paddle\05-vqsvd.py,"{'pi': 1, 'def': 11, 'is': 6, 'list': 6, 'len': 1, 'np': 40, 'return': 9, 'print': 16, 'int': 9, 'for': 6, '_': 2, 'in': 6, 'append': 5, 'if': 1, '(': 171, '+': 7, '=': 114, '[': 51, '-': 15, '*': 23, '%': 3, '^': 1, '/': 3, '{': 1}","{'from': 8, 'numpy': 8, 'import': 8, 'as': 2, 'PI': 1, 'matplotlib': 1, 'pyplot': 1, 'plt': 14, 'scipy': 2, 'stats': 1, 'unitary_group': 1, 'linalg': 7, 'norm': 4, 'paddle': 9, 'paddle_quantum': 2, 'ansatz': 1, 'Circuit': 5, 'dagger': 5, 'loss_plot': 2, 'loss': 15, 'a': 1, 'this': 1, 'function': 1, 'plots': 1, 'over': 1, 'iteration': 2, 'plot': 3, 'range': 9, 'xlabel': 2, 'ylabel': 2, 'title': 4, 'Loss': 1, 'Over': 1, 'Iteration': 1, 'show': 2, 'M_generator': 3, 'I': 3, 'array': 6, 'Z': 3, 'X': 3, 'Y': 1, 'M': 16, 'kron': 3, 'astype': 4, 'complex64': 1, 'The': 7, 'matrix': 20, 'we': 2, 'want': 4, 'to': 5, 'decompose': 2, 'U': 13, 'D': 8, 'V_dagger': 8, 'svd': 5, 'full_matrices': 4, 'True': 5, 'singular': 2, 'values': 2, 'of': 9, 'the': 4, 'large': 1, 'small': 1, 'are': 2, 'decomposed': 2, 'unitary': 2, 'M_reconst': 2, 'matmul': 2, 'diag': 5, 'random': 3, 'seed': 8, 'N': 5, 'random_M_generator': 2, 'randint': 2, 'size': 6, 'M_err': 4, 'copy': 1, 'RANK': 12, 'Set': 2, 'number': 4, 'rank': 9, 'you': 2, 'learn': 2, 'ITR': 4, 'Number': 3, 'iterations': 2, 'LR': 4, 'Learning': 2, 'rate': 2, 'SEED': 4, 'Random': 2, 'weight': 8, 'arange': 2, 'complex128': 3, 'selected': 1, 'num_qubits': 13, 'qubits': 2, 'cir_depth': 4, 'circuit': 2, 'depth': 11, 'U_theta': 4, 'cir': 9, 'ry': 2, 'rz': 1, 'cnot': 2, 'class': 1, 'VQSVD': 4, '__init__': 1, 'self': 26, 'ndarray': 2, 'weights': 4, 'lr': 6, 'float': 3, 'itr': 9, 'cir_U': 4, 'cir_V': 4, 'to_tensor': 3, 'loss_func': 2, 'unitary_matrix': 4, 'V': 5, 'singular_values': 5, 'zeros': 1, 'i': 19, 'real': 5, 'get_matrix_U': 3, 'get_matrix_V': 3, 'train': 3, 'loss_list': 8, 'singular_value_list': 9, 'optimizer': 4, 'Adam': 1, 'learning_rate': 1, 'parameters': 3, 'backward': 1, 'minimize': 1, 'clear_grad': 1, 'iter': 1, 'U_learned': 6, 'V_dagger_learned': 6, 'net': 8, 'singular_value': 4, 'err_subfull': 3, 'err_local': 2, 'err_SVD': 3, 'lowrank_mat': 3, 'recons_mat': 3, 'fig': 1, 'ax': 3, 'subplots': 1, 'o': 1, 'label': 2, 'Reconstruction': 2, 'via': 2, 'SVD': 1, 'Singular': 1, 'Value': 1, 'Used': 1, 'Rank': 1, 'fontsize': 2, 'Norm': 1, 'Distance': 1, 'leg': 2, 'legend': 1, 'frameon': 1, 'get_frame': 1, 'set_edgecolor': 1, 'k': 1, 'PIL': 1, 'Image': 2, 'img': 7, 'open': 1, 'figures': 1, 'MNIST_32': 1, 'png': 1, 'imgmat': 8, 'getdata': 2, 'band': 2, 'shape': 2, 'sigma': 2, 'reconstimg': 4, 'imshow': 2, 'cmap': 2, 'gray': 2, 'f': 1, 'n': 1, 'Mat_generator': 4, 'lenna': 2, 'mat': 2}"
classic\02-bernstein-vazirani.py,"{'def': 2, 'for': 4, 'in': 4, 'range': 1, 'str': 1, 'return': 2, 'len': 1, 'int': 2, 'format': 1, 'sum': 1, 'zip': 1, 'print': 1, '(': 13, '=': 8, '+': 1, '[': 2, '{': 1, '*': 1, '%': 1}","{'classical_bernstein_vazirani': 2, 'n': 5, 'f': 5, 's': 5, 'i': 2, 'x': 4, 'hidden_s': 3, 's_bits': 2, 'bit': 4, 'x_bits': 2, 'b': 1, 's_bit': 2, 'x_bit': 2, 'recovered_s': 2, 'Hidden': 1, 'string': 1}"
classic\03-simon.py,"{'def': 2, 'format': 4, 'for': 2, 'in': 3, 'range': 1, 'if': 3, 'int': 4, 'return': 4, 'else': 3, 'len': 1, 'print': 2, '(': 16, '=': 13, '[': 3, '{': 5, '*': 2, '^': 2}","{'classical_simon': 2, 'n': 8, 'f': 8, 'inputs': 2, 'i': 2, 'b': 4, 'output_map': 4, 'x': 6, 'output': 4, 'x_prev': 2, 'x_current': 2, 'x_previous': 2, 's': 3, 'None': 1, 'hidden_s': 3, 'x_int': 4, 's_int': 3, 'recovered_s': 3, 'Hidden': 1, 'string': 1, 'No': 1, 'valid': 1, 'secret': 1, 'found': 1}"
classic\04-grover.py,"{'def': 1, 'for': 2, '_': 1, 'in': 2, 'range': 1, 'sum': 1, 'return': 1, 'print': 2, '(': 8, '=': 8, '[': 4, '/': 3, '*': 2, '+': 1, '{': 1}","{'classical_grover_simulation': 2, 'N': 6, 'marked_index': 6, 'iterations': 5, 'probabilities': 7, 'total': 2, 'p': 2, 'final_probabilities': 3, 'Final': 1, 'f': 1, 'Probability': 1, 'of': 1, 'marked': 1, 'element': 1, 'index': 1}"
